ticker,entry_date,entry_price,stop_loss,take_profit,tech_score,signals,exit_date,exit_price,pnl_pct,status,hold_days,max_drawdown_pct,max_favorable_pct,sell_signals,sell_score
WFC,2025-11-14,85.05,81.0786,93.9857,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-11-21,81.0786,-4.7195,stop_loss,5,-4.7031,1.164,[],0.0
ABNB,2025-11-14,122.02,115.3131,137.1104,10.7,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-11-19,115.3131,-5.5465,stop_loss,3,-6.5112,0.0,[],0.0
LNT,2025-11-17,68.1,66.1857,72.4071,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 스토캐스틱크로스",2025-11-24,68.41,0.4052,expired,5,-1.4684,1.0132,[],0.0
EVRG,2025-11-17,77.12,74.8014,82.3368,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-11-24,77.02,-0.1797,expired,5,-2.8786,0.5057,[],0.0
NRG,2025-11-18,166.45,150.2929,202.8036,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-11-25,163.81,-1.6361,expired,5,-6.6446,4.9745,[],0.0
RMD,2025-11-18,246.22,232.4471,277.2089,11.2,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-11-25,255.8,3.8408,expired,5,-1.7911,4.3782,[],0.0
BKR,2025-11-19,48.48,45.5271,55.1239,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-11-26,49.53,2.1158,expired,5,-1.4645,3.8573,[],0.0
CMS,2025-11-21,74.04,71.8529,78.9611,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-01,73.16,-1.2385,expired,5,-1.2291,2.0124,[],0.0
BK,2025-11-24,108.07,103.5743,118.1854,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.7x, 스토캐스틱크로스",2025-12-02,112.08,3.6606,expired,5,-0.6107,4.5896,[],0.0
KLAC,2025-11-24,1136.73,1044.5629,1344.106,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-02,1189.86,4.6239,expired,5,-2.5784,5.3812,[],0.0
JPM,2025-11-25,303.0,288.5986,335.4032,11.21,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-03,312.13,2.9632,expired,5,0.0,3.6436,[],0.0
PSX,2025-11-25,134.13,125.8343,152.7954,11.21,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-03,139.85,4.2145,expired,5,-0.1864,4.9057,[],0.0
SBAC,2025-11-26,194.79,186.55,213.33,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-02,186.55,-4.2802,stop_loss,3,-4.3585,0.3132,[],0.0
DE,2025-12-01,468.11,445.6657,518.6096,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-08,466.35,-0.426,expired,5,-0.6815,4.4605,[],0.0
CSX,2025-12-02,34.97,33.6986,37.8307,10.3,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-04,36.18,3.4101,sell_signal,2,0.0,3.889,"['stoch_overbought', 'bb_upper_reject']",3.0
NDSN,2025-12-02,236.53,227.1357,257.6671,10.3,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-12-04,238.41,0.7448,sell_signal,2,-0.4693,1.7503,"['bearish_divergence', 'stoch_overbought']",3.5
SCHW,2025-12-03,93.99,89.7943,103.4304,11.07,"20MA눌림목, 50MA눌림목, MACD상향, 스토캐스틱크로스",2025-12-10,95.81,1.8864,expired,5,-1.3193,2.5428,[],0.0
DLR,2025-12-03,159.69,152.1543,176.6454,10.72,"20MA눌림목, 강세다이버전스, MACD상향, 스토캐스틱크로스",2025-12-10,159.51,-0.1627,expired,5,-0.645,3.9514,[],0.0
SPG,2025-12-04,183.32,177.69,195.9875,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-12-11,181.85,-0.8519,expired,5,-2.2147,0.2182,[],0.0
SBAC,2025-12-04,190.0,183.0229,205.6986,11.21,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-11,192.83,1.4395,expired,5,-1.2579,2.1316,[],0.0
AVY,2025-12-05,179.33,171.7686,196.3432,10.39,"돌파(20d_high_breakout), 이평정배열, 거래량1.6x, 스토캐스틱크로스, 스퀴즈돌파",2025-12-12,182.6,1.7735,sell_signal,5,-4.0874,2.5205,"['stoch_overbought', 'bb_upper_reject']",3.0
ADBE,2025-12-05,346.26,328.4071,386.429,10.34,"50MA눌림목, 돌파(20d_high_breakout), 골든크로스, 거래량2.1x",2025-12-09,344.32,-0.6103,sell_signal,2,-2.3682,0.6411,"['stoch_overbought', 'bb_upper_reject']",3.0
KO,2025-12-08,70.25,68.2486,74.7532,10.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-15,70.97,0.9749,expired,5,-2.0783,1.5231,[],0.0
NRG,2025-12-09,166.75,153.1257,197.4047,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 스토캐스틱크로스",2025-12-16,160.15,-4.008,sell_signal,5,-5.5772,3.3883,"['dead_cross', 'ma_reverse_alignment']",3.5
CINF,2025-12-10,162.62,157.4043,174.3553,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.0x, 스토캐스틱크로스",2025-12-17,167.11,2.711,expired,5,0.0,3.3698,[],0.0
DE,2025-12-10,468.9,442.0286,529.3607,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-17,481.0,2.5305,expired,5,0.0,4.5895,[],0.0
BRK-B,2025-12-11,495.85,481.4957,528.1471,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-18,503.39,1.4706,expired,5,-0.2723,2.4705,[],0.0
HWM,2025-12-11,195.89,185.3986,219.4957,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-18,198.0,1.0271,expired,5,-2.4708,2.9455,[],0.0
ED,2025-12-12,97.53,94.3486,104.6882,11.21,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-19,98.06,0.4934,expired,5,-0.041,2.8709,[],0.0
PM,2025-12-12,153.65,146.7314,169.2168,10.44,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-19,156.84,2.0261,expired,5,-0.0781,4.0482,[],0.0
ETR,2025-12-15,93.75,90.3257,101.4546,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-22,91.99,-1.9273,expired,5,-3.072,0.48,[],0.0
