ticker,entry_date,entry_price,stop_loss,take_profit,tech_score,signals,exit_date,exit_price,pnl_pct,status,hold_days,max_drawdown_pct,max_favorable_pct,sell_signals,sell_score
WFC,2025-11-14,85.05,82.5679,92.9929,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-11-17,82.5679,-2.9685,stop_loss,1,-2.9512,0.0,[],0.0
LNT,2025-11-17,68.1,66.9036,71.9286,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 스토캐스틱크로스",2025-11-21,68.27,0.1996,expired,4,-1.4684,1.0132,[],0.0
RMD,2025-11-18,246.22,237.612,273.7657,11.2,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-11-24,250.52,1.6964,expired,4,-1.7911,3.1598,[],0.0
BKR,2025-11-19,48.48,46.6345,54.3857,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-11-25,49.43,1.9096,expired,4,-1.4645,3.5066,[],0.0
DE,2025-11-20,476.33,463.6827,516.8014,10.3,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-11-24,487.23,2.2383,sell_signal,2,0.0,3.7747,"['stoch_overbought', 'bb_upper_reject']",3.0
CMS,2025-11-21,74.04,72.673,78.4143,11.75,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-11-28,75.44,1.8409,expired,4,-0.8914,2.0124,[],0.0
BK,2025-11-24,108.07,105.2602,117.0614,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.7x, 스토캐스틱크로스",2025-12-03,113.09,4.5951,trailing_stop,6,-0.6107,5.2744,[],0.0
JPM,2025-11-25,303.0,293.9991,331.8029,10.69,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-02,307.88,1.5606,expired,4,0.0,3.6436,[],0.0
SBAC,2025-11-26,194.79,189.64,211.27,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-01,189.64,-2.6939,stop_loss,2,-3.4858,0.3132,[],0.0
INVH,2025-11-28,28.2,27.5795,30.1857,10.95,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-03,27.5795,-2.2505,stop_loss,3,-2.4645,0.3901,[],0.0
