ticker,entry_date,entry_price,stop_loss,take_profit,tech_score,signals,exit_date,exit_price,pnl_pct,status,hold_days,max_drawdown_pct,max_favorable_pct,sell_signals,sell_score
AAPL,2024-11-22,229.87,224.0961,241.4179,10.81,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2024-11-26,235.06,2.2078,sell_signal,2,-0.0565,2.4797,"['stoch_overbought', 'bb_upper_reject']",3.0
AAPL,2024-11-25,232.87,227.0211,244.5679,10.81,"20MA눌림목, 50MA눌림목, 돌파(10d_high_breakout), 이평정배열, 거래량1.9x, 스퀴즈돌파",2024-11-27,234.93,0.8346,sell_signal,2,0.0,1.211,"['stoch_overbought', 'bb_upper_reject']",3.0
ECL,2024-11-26,247.38,242.5725,256.995,10.52,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2024-12-02,248.45,0.3825,expired,3,-0.3476,0.9823,[],0.0
HOLX,2024-11-27,79.44,77.4643,83.3914,10.39,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2024-12-03,77.4643,-2.5371,stop_loss,3,-2.5932,0.3399,[],0.0
CHRW,2024-11-29,105.58,102.6968,111.3464,10.35,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2024-12-04,107.62,1.8822,expired,3,-0.7956,2.3584,[],0.0
BDX,2024-12-02,175.173,170.6834,184.1521,10.2,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2024-12-05,174.717,-0.3103,expired,3,-1.6067,0.1661,[],0.0
INTU,2024-12-03,636.02,607.5275,693.005,10.8,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2024-12-06,646.47,1.593,expired,3,0.0,3.8316,[],0.0
ES,2024-12-04,61.79,60.0425,65.285,10.57,"20MA눌림목, BB하단반등, 강세다이버전스, 이평정배열",2024-12-06,60.0425,-2.8781,stop_loss,2,-3.431,0.6635,[],0.0
GL,2024-12-05,106.61,102.3071,115.2157,10.72,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.6x",2024-12-10,102.3071,-4.0861,stop_loss,3,-5.6186,0.0188,[],0.0
ALLE,2024-12-06,140.49,137.1064,147.2571,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2024-12-11,140.44,-0.0856,expired,3,-1.1673,0.9965,[],0.0
JKHY,2024-12-09,174.8,171.1143,182.1714,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 골든크로스",2024-12-11,178.85,2.2669,sell_signal,2,-1.0984,2.4142,"['stoch_overbought', 'bb_upper_reject']",3.0
ACN,2024-12-10,362.9,351.5857,385.5286,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 이평정배열, 스토캐스틱크로스",2024-12-13,358.68,-1.2129,sell_signal,3,-2.0667,1.0168,['macd_cross_down'],2.0
DVA,2024-12-11,155.5,150.2854,165.9293,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2024-12-16,150.2854,-3.4035,stop_loss,3,-3.5113,0.7974,[],0.0
FDX,2024-12-12,283.69,274.7725,301.525,10.52,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2024-12-17,274.7725,-3.1934,stop_loss,3,-3.1513,0.913,[],0.0
AMP,2024-12-13,549.76,537.5875,574.105,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2024-12-18,537.5875,-2.2641,stop_loss,3,-5.0913,0.5166,[],0.0
BMY,2024-12-16,55.87,54.1954,59.2193,10.8,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.7x",2024-12-17,56.6146,1.2827,trailing_stop,1,0.0,3.4008,[],0.0
FDS,2024-12-17,488.81,479.1961,508.0379,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.8x, 스토캐스틱크로스",2024-12-18,479.1961,-2.0168,stop_loss,1,-3.4758,1.1129,[],0.0
CAH,2024-12-18,115.91,112.2436,123.2429,8.78,"20MA눌림목, 50MA눌림목, BB하단반등",2024-12-23,118.35,2.0551,expired,3,-0.7851,2.5451,[],0.0
ADP,2024-12-19,291.33,284.1643,305.6614,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2024-12-24,296.46,1.7109,expired,3,-0.4737,1.9703,[],0.0
ADP,2024-12-20,294.02,286.6314,308.7971,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.1x",2024-12-26,297.23,1.0418,expired,3,-1.0612,1.4625,[],0.0
KLAC,2024-12-23,647.99,618.1539,707.6622,10.61,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2024-12-27,644.81,-0.5407,expired,3,-1.5401,0.9105,[],0.0
ERIE,2024-12-24,422.62,404.8311,458.1979,10.79,"20MA눌림목, 50MA눌림목, 강세다이버전스",2024-12-30,411.38,-2.7096,expired,3,-3.1376,1.0364,[],0.0
LVS,2024-12-26,51.97,49.9418,56.0264,10.74,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2024-12-31,51.36,-1.2238,expired,3,-2.8478,0.0,[],0.0
CAG,2024-12-27,27.66,26.8189,29.3421,9.83,"20MA눌림목, 50MA눌림목, BB하단반등",2025-01-02,27.67,-0.0138,expired,3,-1.2654,1.5907,[],0.0
BKR,2024-12-30,40.94,39.4571,43.9057,10.41,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-01-03,41.9332,2.376,trailing_stop,3,-0.1221,4.6898,[],0.0
CF,2024-12-31,85.32,82.9596,90.0407,10.94,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-01-03,86.8574,1.7519,trailing_stop,2,0.0,3.8795,[],0.0
CPAY,2025-01-02,339.93,329.7,360.39,10.94,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-01-07,347.63,2.2152,expired,3,-0.2912,2.7653,[],0.0
AMP,2025-01-03,535.84,521.2472,565.0257,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-01-08,534.93,-0.2198,expired,3,-2.6071,0.7036,[],0.0
AAPL,2025-01-06,245.0,237.9479,259.1043,10.81,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-01-10,237.9479,-2.9284,stop_loss,3,-4.898,0.2245,[],0.0
JKHY,2025-01-07,171.34,166.8475,180.325,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-01-13,173.25,1.0647,expired,3,-0.3852,1.8268,[],0.0
AMP,2025-01-08,534.93,519.5936,565.6028,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-01-10,519.5936,-2.917,stop_loss,1,-3.8379,0.0,[],0.0
A,2025-01-10,137.47,133.5721,145.2657,10.73,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 스토캐스틱크로스",2025-01-13,139.9636,1.7639,trailing_stop,1,-0.3419,3.8918,[],0.0
JKHY,2025-01-13,173.25,168.6407,182.4686,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-01-16,172.5,-0.4829,expired,3,-2.1703,0.7965,[],0.0
ADP,2025-01-14,291.69,285.2968,304.4764,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2025-01-17,296.18,1.4893,expired,3,0.0,3.2226,[],0.0
AMP,2025-01-15,537.25,521.9082,567.9336,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2025-01-17,552.19,2.7308,sell_signal,2,-0.443,2.8088,"['stoch_overbought', 'bb_upper_reject']",3.0
ADP,2025-01-16,296.23,289.7114,309.2672,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2025-01-22,296.36,-0.0061,expired,3,-0.0912,1.6406,[],0.0
IBM,2025-01-17,224.79,218.4718,237.4264,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 거래량1.5x",2025-01-23,226.04,0.5061,expired,3,-1.9752,1.1833,[],0.0
GILD,2025-01-21,92.96,90.5054,97.8693,10.8,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 거래량1.5x, 스토캐스틱크로스",2025-01-24,93.07,0.0683,expired,3,-1.2048,1.1188,[],0.0
HLT,2025-01-22,248.0,242.0279,259.9443,10.31,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스",2025-01-27,249.72,0.6435,expired,3,-1.0766,1.0403,[],0.0
JKHY,2025-01-23,174.12,169.5407,183.2786,10.57,"20MA눌림목, 50MA눌림목, BB하단반등",2025-01-28,175.15,0.5415,expired,3,-0.4594,2.4696,[],0.0
ADP,2025-01-24,297.1,290.7582,309.7836,10.85,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-01-29,305.4366,2.756,trailing_stop,3,-0.8078,4.9041,[],0.0
ERIE,2025-01-27,404.04,384.765,442.59,10.79,"20MA눌림목, 50MA눌림목, 강세다이버전스, 거래량2.0x",2025-01-30,399.15,-1.2603,expired,3,-3.6457,2.8512,[],0.0
ERIE,2025-01-28,406.73,387.3318,445.5264,10.79,"20MA눌림목, 50MA눌림목, MACD상향, 거래량1.8x",2025-01-31,402.95,-0.9794,expired,3,-4.2829,0.0098,[],0.0
IBM,2025-01-29,228.63,222.1189,241.6521,10.79,"20MA눌림목, 50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량1.9x, 스퀴즈돌파",2025-01-30,256.564,12.168,trailing_stop,1,0.0,14.5081,[],0.0
JKHY,2025-01-30,174.34,170.1539,182.7121,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-02-04,174.08,-0.1991,expired,3,-1.3422,0.6482,[],0.0
AWK,2025-01-31,124.64,119.9461,134.0279,10.64,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-02-05,123.61,-0.8764,expired,3,-1.2356,1.4522,[],0.0
EOG,2025-02-03,126.4,122.4411,134.3179,10.65,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-02-06,126.68,0.1715,expired,3,-1.4003,2.3101,[],0.0
BBY,2025-02-04,85.05,81.78,91.59,10.55,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-02-07,84.89,-0.2381,expired,3,-0.6702,2.3516,[],0.0
FDS,2025-02-05,468.82,456.9614,492.5372,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-02-10,460.66,-1.7905,expired,3,-2.0669,1.0644,[],0.0
JKHY,2025-02-06,173.87,169.2307,183.1486,10.73,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-02-10,173.66,-0.1708,sell_signal,2,-1.2653,0.6384,['dead_cross'],2.5
LVS,2025-02-07,42.98,40.5018,47.9364,10.74,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-02-12,41.89,-2.5861,expired,3,-4.2578,0.2792,[],0.0
ALLE,2025-02-10,130.56,126.7543,138.1714,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.5x, 스토캐스틱크로스",2025-02-13,133.15,1.9338,expired,3,-1.3097,2.0067,[],0.0
CINF,2025-02-11,139.43,135.0125,148.265,10.85,"20MA눌림목, BB하단반등, 강세다이버전스, 거래량1.8x, 스토캐스틱크로스",2025-02-12,135.0125,-3.2183,stop_loss,1,-5.1495,0.0,[],0.0
KVUE,2025-02-12,20.96,20.2181,22.4437,10.21,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2025-02-14,21.6763,3.3677,trailing_stop,2,-0.3817,5.6298,[],0.0
CPAY,2025-02-13,368.41,354.5746,396.0807,10.94,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-02-18,378.2329,2.6163,trailing_stop,2,0.0,5.0134,[],0.0
ALLE,2025-02-14,133.39,129.7493,140.6714,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 거래량1.5x",2025-02-18,129.7493,-2.7794,stop_loss,1,-5.825,0.0,[],0.0
CB,2025-02-18,266.61,259.5771,280.6757,10.65,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-02-21,267.25,0.1901,expired,3,-1.3015,0.7652,[],0.0
BF-B,2025-02-19,31.0,29.7282,33.5436,10.74,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-02-21,31.5351,1.6762,trailing_stop,2,-1.1613,4.2903,[],0.0
CB,2025-02-20,267.49,261.5768,279.3164,10.65,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2025-02-24,268.9022,0.478,trailing_stop,2,-0.6131,2.5795,[],0.0
PFE,2025-02-21,26.3,25.4568,27.9864,10.0,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2025-02-26,26.42,0.4063,expired,3,-1.597,2.7757,[],0.0
IQV,2025-02-24,194.75,185.6236,213.0029,10.77,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-02-27,185.6236,-4.7362,stop_loss,3,-5.181,0.4827,[],0.0
GEN,2025-02-25,27.55,26.6789,29.2921,10.94,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2025-02-28,27.33,-0.8485,sell_signal,3,-2.2867,0.8349,"['macd_cross_down', 'ma_reverse_alignment']",3.0
CPAY,2025-02-26,371.83,355.3407,404.8086,10.49,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.1x",2025-03-03,365.94,-1.6341,expired,3,-3.1789,1.0166,[],0.0
JKHY,2025-02-27,171.87,167.0796,181.4507,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스",2025-03-03,174.4988,1.4795,trailing_stop,2,-0.4946,3.6016,[],0.0
FDS,2025-02-28,461.74,449.8621,485.4957,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2025-03-04,449.8621,-2.6224,stop_loss,2,-4.1798,1.0829,[],0.0
GEN,2025-03-03,27.64,26.7443,29.4314,10.94,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2025-03-06,27.33,-1.1716,expired,3,-2.424,0.398,[],0.0
EBAY,2025-03-04,66.67,63.5007,73.0086,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.7x",2025-03-07,68.7392,3.0536,trailing_stop,3,-2.2199,6.0747,[],0.0
GEN,2025-03-05,27.55,26.6307,29.3886,10.81,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-03-10,28.224,2.3965,trailing_stop,3,-1.4882,4.5372,[],0.0
BDX,2025-03-06,177.1541,172.5104,186.4415,10.2,"20MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-03-10,181.3154,2.299,trailing_stop,2,-1.0251,4.4377,[],0.0
GEN,2025-03-07,28.21,27.2414,30.1471,10.89,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 골든크로스, 스토캐스틱크로스",2025-03-11,27.2414,-3.4834,stop_loss,2,-4.1829,2.0915,[],0.0
CTSH,2025-03-10,84.0,81.3868,89.2264,10.63,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량2.1x",2025-03-12,81.3868,-3.161,stop_loss,2,-5.7857,0.0,[],0.0
DOV,2025-03-11,180.77,172.2243,197.8614,10.57,"BB하단반등, 강세다이버전스, 거래량1.9x, 스토캐스틱크로스",2025-03-14,181.14,0.1547,expired,3,-2.7494,1.7591,[],0.0
ADBE,2025-03-12,438.6,422.9175,469.965,10.86,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.8x, 스토캐스틱크로스",2025-03-13,422.9175,-3.6256,stop_loss,1,-14.6147,0.0,[],0.0
FE,2025-03-13,39.14,37.4246,42.5707,10.54,"20MA눌림목, 50MA눌림목, 강세다이버전스, 스토캐스틱크로스",2025-03-18,39.9,1.8918,expired,3,-0.9964,2.5805,[],0.0
CTRA,2025-03-14,27.63,26.1964,30.4971,10.79,"20MA눌림목, 50MA눌림목, MACD상향, 스토캐스틱크로스",2025-03-19,29.23,5.7408,sell_signal,3,-0.181,6.4061,"['stoch_overbought', 'bb_upper_reject']",3.0
EXPD,2025-03-17,116.9,111.8986,126.9029,10.56,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-03-20,115.67,-1.1022,expired,3,-1.5141,1.8477,[],0.0
ALLE,2025-03-18,127.98,123.0493,137.8414,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향",2025-03-21,127.06,-0.7689,expired,3,-1.8362,0.9923,[],0.0
APH,2025-03-19,67.41,63.7125,74.805,10.75,"50MA눌림목, 돌파(10d_high_breakout), 강세다이버전스, 거래량1.8x",2025-03-24,69.3,2.7537,sell_signal,3,-4.1092,2.9966,"['stoch_overbought', 'bb_upper_reject']",3.0
EQR,2025-03-20,70.17,67.6082,75.2936,10.59,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-03-25,71.03,1.1756,expired,3,-1.7814,2.8502,[],0.0
IBM,2025-03-21,243.87,230.7139,270.1821,10.79,"20MA눌림목, 50MA눌림목, BB하단반등, 거래량1.9x",2025-03-26,250.34,2.6031,expired,3,0.0,4.2851,[],0.0
CL,2025-03-24,90.9,87.5025,97.695,10.66,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-03-27,93.19,2.4693,expired,3,-2.0462,2.6183,[],0.0
CBOE,2025-03-25,214.22,205.6871,231.2857,10.73,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2025-03-27,220.27,2.7742,sell_signal,2,-0.14,3.165,['bearish_divergence'],2.0
GIS,2025-03-26,59.07,56.1504,64.9093,10.54,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-03-31,59.79,1.1689,expired,3,-0.1524,2.6748,[],0.0
