ticker,entry_date,entry_price,stop_loss,take_profit,tech_score,signals,exit_date,exit_price,pnl_pct,status,hold_days,max_drawdown_pct,max_favorable_pct,sell_signals,sell_score
INVH,2025-11-28,28.2,26.9589,30.6821,11.2,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-05,27.14,-3.8089,expired,5,-3.8652,0.3901,[],0.0
DECK,2025-12-01,92.02,84.3111,107.4379,11.72,"50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량1.5x",2025-12-10,100.71,9.3936,trailing_stop,7,-0.6303,10.4651,[],0.0
COST,2025-12-02,922.03,883.7764,998.5372,10.7,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-08,883.7764,-4.1988,stop_loss,4,-4.2439,0.4653,[],0.0
SCHW,2025-12-03,93.99,88.7454,104.4793,11.3,"20MA눌림목, 50MA눌림목, MACD상향, 스토캐스틱크로스",2025-12-10,95.81,1.8864,expired,5,-1.3193,2.5428,[],0.0
EIX,2025-12-04,57.55,54.0179,64.6143,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-11,57.93,0.6103,expired,5,-2.9713,2.0156,[],0.0
ADBE,2025-12-05,346.26,323.9439,390.8922,11.21,"50MA눌림목, 돌파(20d_high_breakout), 골든크로스, 거래량2.1x",2025-12-12,356.43,2.8871,expired,5,-3.6013,4.7508,[],0.0
MKC,2025-12-08,63.6,60.3679,70.0643,11.2,"20MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-17,68.65,7.8903,trailing_stop,7,-1.1006,9.2138,[],0.0
NRG,2025-12-09,166.75,149.7196,200.8107,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, MACD상향, 스토캐스틱크로스",2025-12-16,160.15,-4.008,expired,5,-5.5772,3.3883,[],0.0
AIZ,2025-12-10,222.96,213.5297,241.8207,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-17,237.04,6.265,sell_signal,5,-0.1929,6.7277,"['rsi_overbought', 'stoch_overbought', 'bb_upper_reject']",4.5
BRK-B,2025-12-11,495.85,477.9072,531.7357,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-18,503.39,1.4706,expired,5,-0.2723,2.4705,[],0.0
ED,2025-12-12,97.53,93.5532,105.4836,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-19,98.06,0.4934,expired,5,-0.041,2.8709,[],0.0
ETR,2025-12-15,93.75,89.4696,102.3107,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-22,91.99,-1.9273,expired,5,-3.072,0.48,[],0.0
CEG,2025-12-16,365.625,330.3704,436.1343,11.8,"20MA눌림목, 50MA눌림목, 이평정배열, 스토캐스틱크로스",2025-12-23,361.33,-1.2247,expired,5,-8.6003,1.7436,[],0.0
HON,2025-12-17,199.89,192.8882,213.8936,12.08,"50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량1.6x, 스퀴즈돌파",2025-12-24,196.93,-1.5308,expired,5,-2.5864,0.7204,[],0.0
AEP,2025-12-18,115.58,110.7425,125.255,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스, 스토캐스틱크로스",2025-12-26,115.67,0.0279,expired,5,-1.5055,0.7008,[],0.0
EA,2025-12-19,203.92,202.0986,207.5628,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 거래량2.5x",2025-12-26,204.79,0.3766,sell_signal,4,-0.0834,0.4512,"['bearish_divergence', 'rsi_overbought', 'stoch_overbought']",5.0
ALL,2025-12-22,208.28,198.2425,228.355,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2025-12-30,209.1,0.3437,expired,5,-0.5377,0.9939,[],0.0
CTRA,2025-12-23,25.98,24.4586,29.0229,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2025-12-31,26.32,1.2587,expired,5,-1.4242,2.5404,[],0.0
HON,2025-12-24,196.93,189.6211,211.5479,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-01-02,195.88,-0.5832,expired,5,-1.8179,0.3402,[],0.0
PEP,2025-12-26,143.78,137.9621,155.4157,11.2,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-05,139.92,-2.7347,expired,5,-3.0463,1.0363,[],0.0
HOLX,2025-12-29,74.51,73.9386,75.6529,12.58,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-08,74.88,0.4466,trailing_stop,7,-0.0671,0.7784,[],0.0
EMR,2025-12-30,135.29,128.7525,148.365,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-05,139.317,2.9266,trailing_stop,3,-1.9514,6.7115,[],0.0
MTCH,2025-12-31,32.29,30.7605,35.3489,10.7,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-08,32.65,1.0649,expired,5,-1.9511,2.2762,[],0.0
WYNN,2026-01-02,122.57,115.8629,135.9843,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-08,115.8629,-5.5221,stop_loss,4,-6.1271,0.7914,[],0.0
HOOD,2026-01-05,123.24,110.2266,149.2668,11.48,"20MA눌림목, 50MA눌림목, MACD상향",2026-01-12,117.52,-4.6914,expired,5,-7.603,0.9007,[],0.0
IBM,2026-01-06,302.47,287.5164,332.3771,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-13,303.16,0.1781,expired,5,-2.4697,3.4185,[],0.0
EA,2026-01-07,204.5,203.1232,207.2536,11.03,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-14,204.2,-0.1967,expired,5,-0.22,0.0489,[],0.0
AOS,2026-01-08,70.4,67.1643,76.8714,12.23,"돌파(20d_high_breakout), 골든크로스, MACD상향, 거래량1.7x, 스토캐스틱크로스, 스퀴즈돌파",2026-01-15,71.99,2.2085,expired,5,-1.2216,2.3864,[],0.0
ETR,2026-01-09,93.52,89.6807,101.1986,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, MACD상향, 스토캐스틱크로스",2026-01-16,96.42,3.0509,expired,5,-0.7592,3.5821,[],0.0
NI,2026-01-12,42.39,40.7882,45.5936,12.0,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2026-01-22,43.52,2.6157,trailing_stop,7,-0.6841,4.0812,[],0.0
LNT,2026-01-13,66.17,64.0361,70.4379,12.0,"20MA눌림목, 50MA눌림목, BB하단반등, 골든크로스, 스토캐스틱크로스",2026-01-21,67.44,1.8693,expired,5,0.0,2.4634,[],0.0
FE,2026-01-14,46.15,44.7321,48.9857,12.3,"50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량1.5x, 스퀴즈돌파",2026-01-16,47.34,2.5285,sell_signal,2,-0.1083,2.6652,"['rsi_overbought', 'stoch_overbought', 'bb_upper_reject']",4.5
JPM,2026-01-15,309.26,293.0404,341.6993,11.8,"50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-23,297.72,-3.7815,expired,5,-4.1227,2.5706,[],0.0
EXC,2026-01-16,44.73,42.9729,48.2443,12.3,"20MA눌림목, 50MA눌림목, BB하단반등, 돌파(20d_high_breakout), 강세다이버전스, 골든크로스, 거래량2.3x, 스퀴즈돌파",2026-01-26,44.55,-0.4524,expired,5,-2.9287,1.1178,[],0.0
VRTX,2026-01-20,442.08,412.4478,501.3443,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-29,475.68,7.5504,trailing_stop,7,-0.4909,9.7087,[],0.0
AIZ,2026-01-21,238.23,226.2282,262.2336,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-28,237.29,-0.4446,expired,5,-2.867,0.0,[],0.0
EXPE,2026-01-22,279.66,254.4707,330.0386,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-01-29,272.77,-2.5137,expired,5,-5.049,0.0,[],0.0
SBAC,2026-01-23,187.16,174.4814,212.5172,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-01-30,184.11,-1.6796,expired,5,-2.6982,1.9075,[],0.0
AEP,2026-01-26,118.02,112.8771,128.3057,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-02,118.33,0.2127,expired,5,-0.4575,2.3725,[],0.0
TEL,2026-01-27,230.78,214.7568,262.8264,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-03,226.35,-1.9696,expired,5,-4.2161,0.0,[],0.0
AFL,2026-01-28,108.92,104.7182,117.3236,11.3,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-05,115.1438,5.6641,trailing_stop,6,0.0,9.5483,[],0.0
ROST,2026-01-29,186.5,178.3179,202.8643,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-05,189.23,1.4138,expired,5,-0.4504,3.9625,[],0.0
AVY,2026-01-30,185.51,177.0296,202.4707,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열",2026-02-04,187.4802,1.012,trailing_stop,3,-0.8409,4.7275,[],0.0
CTSH,2026-02-02,82.91,77.8921,92.9457,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-03,77.8921,-6.1022,stop_loss,1,-11.7115,0.0,[],0.0
AEE,2026-02-03,104.01,99.8993,112.2314,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 이평정배열, 스토캐스틱크로스",2026-02-10,105.78,1.6518,expired,5,-0.0577,2.4709,[],0.0
DIS,2026-02-04,107.05,99.5625,122.025,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-11,108.12,0.9495,expired,5,-2.0925,3.7926,[],0.0
INCY,2026-02-05,102.76,94.0725,120.135,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-12,100.75,-2.006,expired,5,-5.362,6.5395,[],0.0
NRG,2026-02-06,153.32,137.8754,184.2093,11.8,"20MA눌림목, 50MA눌림목, MACD상향, 스토캐스틱크로스",2026-02-18,171.06,11.5206,trailing_stop,7,-0.3457,15.9079,[],0.0
PEG,2026-02-09,81.18,76.8854,89.7693,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,86.37,6.3432,sell_signal,4,0.0,7.4649,"['rsi_overbought', 'stoch_overbought', 'bb_upper_reject']",4.5
ES,2026-02-10,69.3,65.4018,77.0964,11.8,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-13,71.2063,2.7008,trailing_stop,3,-1.5584,6.9697,[],0.0
AIG,2026-02-11,78.44,73.8918,87.5364,13.15,"50MA눌림목, 돌파(20d_high_breakout), 이평정배열, 거래량1.6x, 스토캐스틱크로스",2026-02-19,79.54,1.3523,expired,5,-1.9888,2.2437,[],0.0
INCY,2026-02-12,100.75,91.1786,119.8929,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-20,101.32,0.5158,expired,5,-0.7444,3.1266,[],0.0
GEHC,2026-02-13,80.34,74.3407,92.3386,11.3,"20MA눌림목, 50MA눌림목, BB하단반등, 강세다이버전스",2026-02-20,82.6205,2.7886,trailing_stop,4,-0.3485,8.4391,[],0.0
PFG,2026-02-17,91.98,85.5104,104.9193,11.8,"20MA눌림목, 50MA눌림목, BB하단반등, 스토캐스틱크로스",2026-02-20,95.76,4.0596,expired,3,-1.2394,4.1205,[],0.0
PNR,2026-02-18,101.79,93.2007,118.9686,10.7,"20MA눌림목, 50MA눌림목, MACD상향, 스토캐스틱크로스",2026-02-20,102.03,0.1858,expired,2,-1.9255,1.5915,[],0.0
CPT,2026-02-19,108.59,101.515,122.74,11.2,"20MA눌림목, 50MA눌림목, BB하단반등",2026-02-20,107.2,-1.33,expired,1,-1.3537,0.5249,[],0.0
ALL,2026-02-20,206.37,190.2396,238.6307,11.3,"20MA눌림목, 50MA눌림목, 이평정배열",,,0.0,no_data,0,0.0,0.0,[],0.0
